# video = squat_170x1_20260813.mov
# tracker = vtrack
# commit = 6a633a0
# generated = 2026-08-22T21:44Z
# n_frames = 1127
# lift = squat
# camera_side = right
# fps = 30
# m_per_px = 0.00255544171119
# travel_m = 0.648731684346
# plate_radius_px = 84.1341827749
# sticker_radius_m = 0.215
# conditioned = 1
# condemned = 0
# n_rejected = 0
t,x,height,score,n_markers,residual_px,m_per_px_t,circumradius_px,x_raw,height_raw,rejected
0,0.00135883630598,0.633276835873,7,7,0.466890287796,0.00255544171119,84.1341827749,0.00135846313932,0.63330451008,0
0.0333333333333,0.00153011037008,0.633176102066,7,7,0.494768069523,0.00255544171119,84.1341827749,0.00154288543513,0.633117642558,0
0.0666666666667,0.00157897163031,0.633108309278,7,7,0.494768069523,0.00255544171119,84.1341827749,0.00154288543513,0.633117642558,0
0.1,0.00148010004395,0.633099352527,7,7,0.494415361079,0.00255544171119,84.1341827749,0.00154075994854,0.633119472643,0
0.133333333333,0.00135620792657,0.633068626137,7,7,0.507450596389,0.00255544171119,84.1341827749,0.00129780017413,0.633046983643,0
0.166666666667,0.00126650302956,0.633049827419,7,7,0.511185683662,0.00255544171119,84.1341827749,0.00128299619754,0.633058761071,0
0.2,0.00128168910706,0.633062631073,7,7,0.510922357884,0.00255544171119,84.1341827749,0.00128391432594,0.633060894677,0
0.233333333333,0.00123000567847,0.633096235508,7,7,0.511680350048,0.00255544171119,84.1341827749,0.00128054115961,0.633063700147,0
0.266666666667,0.00143209673259,0.632954929202,7,7,0.512970250614,0.00255544171119,84.1341827749,0.00127882418577,0.633057235216,0
0.3,0.001721024168,0.632755633165,7,7,0.558542330723,0.00255544171119,84.1341827749,0.00187429150499,0.632651978409,0
0.333333333333,0.00197251423043,0.632577521834,7,7,0.558542330723,0.00255544171119,84.1341827749,0.00187429150499,0.632651978409,0
0.366666666667,0.00175795643448,0.632771413155,7,7,0.558542330723,0.00255544171119,84.1341827749,0.00187429150499,0.632651978409,0
0.4,0.00138973622188,0.632995399068,7,7,0.479770336714,0.00255544171119,84.1341827749,0.00132382702739,0.633115381642,0
0.433333333333,0.00105817556107,0.633152322579,7,7,0.49133308226,0.00255544171119,84.1341827749,0.00102967608391,0.633112185976,0
0.466666666667,0.000966032850421,0.633128132317,7,7,0.49133308226,0.00255544171119,84.1341827749,0.00102967608391,0.633112185976,0
0.5,0.00113517884941,0.633064151583,7,7,0.490476460918,0.00255544171119,84.1341827749,0.0010291705365,0.633116915841,0
0.533333333333,0.00138793789619,0.633006893917,7,7,0.602677614596,0.00255544171119,84.1341827749,0.00147600734149,0.632941869123,0
0.566666666667,0.0015927471199,0.632983675431,7,7,0.550716851755,0.00255544171119,84.1341827749,0.00158127074802,0.633018122383,0
0.6,0.00159374567142,0.633023264621,7,7,0.55056198246,0.00255544171119,84.1341827749,0.00158352186707,0.633018129581,0
0.633333333333,0.00156278587278,0.63300173404,7,7,0.551883873751,0.00255544171119,84.1341827749,0.00158743080439,0.633016225781,0
0.666666666667,0.00164529409813,0.63307665898,7,7,0.552578234981,0.00255544171119,84.1341827749,0.00157838994833,0.633026837245,0
0.7,0.0017644267509,0.633182520669,7,7,0.540336751287,0.00255544171119,84.1341827749,0.00182931588939,0.633233460544,0
0.733333333333,0.00185479624508,0.633254527843,7,7,0.541025599601,0.00255544171119,84.1341827749,0.00183257680369,0.633238338671,0
0.766666666667,0.00184952340221,0.633252960566,7,7,0.54269257954,0.00255544171119,84.1341827749,0.00183758081644,0.633238013166,0
0.8,0.00179474064729,0.633197930091,7,7,0.540663161418,0.00255544171119,84.1341827749,0.00183450923658,0.633240151894,0
0.833333333333,0.00169884629825,0.633120201092,7,7,0.559984502858,0.00255544171119,84.1341827749,0.00167421320577,0.633078036385,0
0.866666666667,0.0017051557092,0.633062448374,7,7,0.561130298161,0.00255544171119,84.1341827749,0.00167151074076,0.633077535869,0
0.9,0.00187448334588,0.633071970979,7,7,0.557559941908,0.00255544171119,84.1341827749,0.00185383377932,0.633072597999,0
0.933333333333,0.00166972620057,0.63307824243,7,7,0.557413571659,0.00255544171119,84.1341827749,0.0018560896274,0.6330731912,0
0.966666666667,0.00127360617982,0.633090903741,7,7,0.495105609808,0.00255544171119,84.1341827749,0.00107227398114,0.633096599133,0
1,0.00100417102318,0.63310441125,7,7,0.495573264432,0.00255544171119,84.1341827749,0.00107062251635,0.633101174437,0
1.03333333333,0.00107208837788,0.633094983614,7,7,0.493749587501,0.00255544171119,84.1341827749,0.00107049525758,0.633111715993,0
1.06666666667,0.00105750815983,0.633176662676,7,7,0.493911513074,0.00255544171119,84.1341827749,0.00106651964974,0.633115259858,0
1.1,0.00105088801378,0.633187106964,7,7,0.474157839417,0.00255544171119,84.1341827749,0.00103473673429,0.633294053181,0
1.13333333333,0.00103625977147,0.633203245974,7,7,0.493799765118,0.00255544171119,84.1341827749,0.00105632160159,0.633113976906,0
1.16666666667,0.00104444005295,0.633280333921,7,7,0.475171727103,0.00255544171119,84.1341827749,0.00102401774797,0.633288617837,0
1.2,0.00105173686943,0.633486442457,7,7,0.464694147019,0.00255544171119,84.1341827749,0.00106462335448,0.633490090322,0
1.23333333333,0.00102685752721,0.633430367008,7,7,0.463473305717,0.00255544171119,84.1341827749,0.00106667637736,0.6334871544,0
1.26666666667,0.00124095111537,0.633085180145,7,7,0.494299632459,0.00255544171119,84.1341827749,0.00106905709839,0.63309112853,0
1.3,0.00131840135717,0.632901718569,7,7,0.346567057684,0.00255544171119,84.1341827749,0.0015751990511,0.632775850747,0
1.33333333333,0.00125048012451,0.632961470323,7,7,0.492623241942,0.00255544171119,84.1341827749,0.00108310557095,0.633084556908,0
1.36666666667,0.00105400016276,0.633172853278,7,7,0.491986952104,0.00255544171119,84.1341827749,0.00108675308925,0.633092024946,0
1.4,0.00109662943779,0.633252102273,7,7,0.482220168006,0.00255544171119,84.1341827749,0.0011274149124,0.633309042956,0
1.43333333333,0.00119372292609,0.633325752311,7,7,0.483306652677,0.00255544171119,84.1341827749,0.00112848182248,0.633303401828,0
1.46666666667,0.00131351535608,0.633287544664,7,7,0.494426041496,0.00255544171119,84.1341827749,0.00137250847207,0.633307200424,0
1.5,0.00134234026471,0.633377002211,7,7,0.497051983148,0.00255544171119,84.1341827749,0.00138090330499,0.633291781968,0
1.53333333333,0.00153584168738,0.633287496864,7,7,0.472478991683,0.00255544171119,84.1341827749,0.00136332778489,0.633457806888,0
1.56666666667,0.00179071701587,0.633188446852,7,7,0.383748580176,0.00255544171119,84.1341827749,0.00197934551204,0.633011699445,0
1.6,0.00199484523551,0.633003354743,7,7,0.331632510181,0.00255544171119,84.1341827749,0.00187585789095,0.63314683418,0
1.63333333333,0.00177008909066,0.633151753222,7,7,0.340765493785,0.00255544171119,84.1341827749,0.00190043211478,0.632994532547,0
1.66666666667,0.00166176445126,0.633215844918,7,7,0.429564007081,0.00255544171119,84.1341827749,0.00151244969012,0.63336004277,0
