# video = deadlift_160x6_2_20260804.mov
# tracker = vtrack
# commit = 00c7bfc
# generated = 2026-08-14T21:29Z
# n_frames = 783
# lift = deadlift
# camera_side = left
# fps = 30
# m_per_px = 0.00211711208305
# travel_m = 0.549153761077
# plate_radius_px = 90.1723633476
# sticker_radius_m = 0.190905
t,x,height,score,n_markers,residual_px,m_per_px_t,circumradius_px
0,0.00188178846312,0.00692416392684,8,8,1.01969152681,0.00211711208305,90.1723633476
0.0333333333333,0.00135851445473,0.00665198070476,8,8,0.903019093626,0.00211711208305,90.1723633476
0.0666666666667,0.00136461751169,0.00664998941859,8,8,0.901048441322,0.00211711208305,90.1723633476
0.1,0.00137681281062,0.00661364225317,8,8,0.865233125246,0.00211711208305,90.1723633476
0.133333333333,0.00192806163424,0.00711227833372,8,8,0.903715988041,0.00211711208305,90.1723633476
0.166666666667,0.00197950527057,0.0073932416003,8,8,0.776749957693,0.00211711208305,90.1723633476
0.2,0.00197862605471,0.00739411901082,8,8,0.776623856741,0.00211711208305,90.1723633476
0.233333333333,0.00205273832753,0.00728000016168,8,8,0.80189315356,0.00211711208305,90.1723633476
0.266666666667,0.00171254298222,0.00716181382392,8,8,0.850246117408,0.00211711208305,90.1723633476
0.3,0.001508820142,0.00711339046643,8,8,0.88783839398,0.00211711208305,90.1723633476
0.333333333333,0.00156853308261,0.00734038266162,8,8,0.880027089513,0.00211711208305,90.1723633476
0.366666666667,0.00150856091772,0.00710542059008,8,8,0.888974962521,0.00211711208305,90.1723633476
0.4,0.00135433267718,0.00794544537242,8,8,0.760685251879,0.00211711208305,90.1723633476
0.433333333333,0.00123889223381,0.00790518270471,8,8,0.796931533524,0.00211711208305,90.1723633476
0.466666666667,0.00168950459344,0.007035274427,8,8,0.788652303443,0.00211711208305,90.1723633476
0.5,0.00148650281329,0.00689322267873,8,8,0.964629701982,0.00211711208305,90.1723633476
0.533333333333,0.00141521810641,0.00675639177215,8,8,1.03219962765,0.00211711208305,90.1723633476
0.566666666667,0.000992190521066,0.00692752250835,8,8,0.886078647736,0.00211711208305,90.1723633476
0.6,0.00160341501555,0.00793036285988,8,8,0.965419540186,0.00211711208305,90.1723633476
0.633333333333,0.00202182375699,0.00699829680078,8,8,1.106740795,0.00211711208305,90.1723633476
0.666666666667,0.00134693668048,0.00707453089789,8,8,1.12864577362,0.00211711208305,90.1723633476
0.7,0.00114163433455,0.00693541191595,8,8,1.12555903115,0.00211711208305,90.1723633476
0.733333333333,0.00120914317053,0.00700518658067,8,8,0.984019715836,0.00211711208305,90.1723633476
0.766666666667,0.00152218118431,0.00674575636877,8,8,1.07770305259,0.00211711208305,90.1723633476
0.8,0.00137792999238,0.00762661852462,8,8,1.12508175715,0.00211711208305,90.1723633476
0.833333333333,0.00179920967872,0.00815526722733,8,8,0.9290819655,0.00211711208305,90.1723633476
0.866666666667,0.00210583265924,0.00764303668417,8,8,1.07196553181,0.00211711208305,90.1723633476
0.9,0.00166264524052,0.00753431490855,8,8,1.01322608643,0.00211711208305,90.1723633476
0.933333333333,0.00152432890835,0.00689232461091,8,8,0.845035007912,0.00211711208305,90.1723633476
0.966666666667,0.00138010876331,0.00724804910299,8,8,0.623363423954,0.00211711208305,90.1723633476
1,0.00114611715253,0.00770477072714,8,8,0.624787670438,0.00211711208305,90.1723633476
1.03333333333,0.00151087022147,0.00717287468978,8,8,0.603548030362,0.00211711208305,90.1723633476
1.06666666667,0.00165565139909,0.0076666201069,8,8,0.500791885851,0.00211711208305,90.1723633476
1.1,0.00154293144423,0.00712506685122,8,8,0.582050828579,0.00211711208305,90.1723633476
1.13333333333,0.00175564457749,0.0070689955301,8,8,0.788965870772,0.00211711208305,90.1723633476
1.16666666667,0.00119791983752,0.00677237772586,8,8,0.707069996011,0.00211711208305,90.1723633476
1.2,0.00165928671894,0.00687765285341,8,8,0.61141305968,0.00211711208305,90.1723633476
1.23333333333,0.00236525696223,0.00697438913918,8,8,0.93338337079,0.00211711208305,90.1723633476
1.26666666667,0.00252978379174,0.00777879033894,8,8,0.807430029126,0.00211711208305,90.1723633476
1.3,0.00246602576409,0.00747808543121,8,8,0.83507942797,0.00211711208305,90.1723633476
1.33333333333,0.00188677288092,0.00724694890108,8,8,0.627693179345,0.00211711208305,90.1723633476
1.36666666667,0.00169575296669,0.00688879167743,8,8,0.713855731194,0.00211711208305,90.1723633476
1.4,0.00169699945189,0.00713675841572,8,8,0.86726829625,0.00211711208305,90.1723633476
1.43333333333,0.00166293352118,0.00733103004421,8,8,0.778151575958,0.00211711208305,90.1723633476
1.46666666667,0.00169648865054,0.00713780263604,8,8,0.865158085465,0.00211711208305,90.1723633476
1.5,0.00174794115234,0.00704712555499,8,8,0.83968052342,0.00211711208305,90.1723633476
1.53333333333,0.00194671748454,0.00715688776519,8,8,0.752853902554,0.00211711208305,90.1723633476
1.56666666667,0.00140532026319,0.00724920847301,8,8,0.732007843549,0.00211711208305,90.1723633476
1.6,0.00126007364759,0.00715816303932,8,8,0.824828022754,0.00211711208305,90.1723633476
