# video = bench_95x6_2_20260815.mov
# tracker = vtrack
# commit = 5667852
# generated = 2026-08-17T15:30Z
# n_frames = 963
# lift = bench
# camera_side = right
# fps = 30
# m_per_px = 0.00233208497181
# travel_m = 0.282514894097
# plate_radius_px = 86.8321705459
# sticker_radius_m = 0.2025
t,x,height,score,n_markers,residual_px,m_per_px_t,circumradius_px
0,-0.0992709649922,0.261964001778,8,8,0.431603592257,0.00233208497181,86.8321705459
0.0333333333333,-0.0994070009339,0.262282166917,8,8,0.561988218167,0.00233208497181,86.8321705459
0.0666666666667,-0.0994070009339,0.262282166917,8,8,0.561988218167,0.00233208497181,86.8321705459
0.1,-0.0996214781142,0.261888733568,8,8,0.510735165919,0.00233208497181,86.8321705459
0.133333333333,-0.0992998099086,0.261628673142,8,8,0.474085161417,0.00233208497181,86.8321705459
0.166666666667,-0.0997569959729,0.261470631452,8,8,0.435652278676,0.00233208497181,86.8321705459
0.2,-0.0992923551527,0.261844290253,8,8,0.508472986804,0.00233208497181,86.8321705459
0.233333333333,-0.0994348831099,0.261582574667,8,8,0.36994995743,0.00233208497181,86.8321705459
0.266666666667,-0.0991242896007,0.261279356039,8,8,0.327236648149,0.00233208497181,86.8321705459
0.3,-0.0988599889696,0.261495617072,8,8,0.560624687989,0.00233208497181,86.8321705459
0.333333333333,-0.0990878118958,0.261470578451,8,8,0.527905716133,0.00233208497181,86.8321705459
0.366666666667,-0.0995258262834,0.261981420008,8,8,0.394629841725,0.00233208497181,86.8321705459
0.4,-0.0994729925729,0.261915361581,8,8,0.399492108919,0.00233208497181,86.8321705459
0.433333333333,-0.0995004538842,0.26275828676,8,8,0.390912272244,0.00233208497181,86.8321705459
0.466666666667,-0.0994089193205,0.262648963302,8,8,0.431432640916,0.00233208497181,86.8321705459
0.5,-0.0993027366213,0.262546787565,8,8,0.468389008588,0.00233208497181,86.8321705459
0.533333333333,-0.0987830518525,0.262080035492,8,8,0.436265002016,0.00233208497181,86.8321705459
0.566666666667,-0.0996091030337,0.262513902169,8,8,0.436206729254,0.00233208497181,86.8321705459
0.6,-0.0995485771381,0.262384893215,8,8,0.349569256645,0.00233208497181,86.8321705459
0.633333333333,-0.0995647165696,0.262140659161,8,8,0.408988691969,0.00233208497181,86.8321705459
0.666666666667,-0.0995738606027,0.262191678139,8,8,0.47737609276,0.00233208497181,86.8321705459
0.7,-0.0996597806535,0.26225807799,7,7,0.310170884528,0.00233208497181,86.8321705459
0.733333333333,-0.099381033279,0.262590988163,7,7,0.368018324494,0.00233208497181,86.8321705459
0.766666666667,-0.0998708187877,0.261933246738,8,8,0.398738411865,0.00233208497181,86.8321705459
0.8,-0.0994903636144,0.261995344866,8,8,0.408864124511,0.00233208497181,86.8321705459
0.833333333333,-0.0994352115075,0.261881408756,8,8,0.559638238164,0.00233208497181,86.8321705459
0.866666666667,-0.0996064062325,0.261903362085,8,8,0.563719261033,0.00233208497181,86.8321705459
0.9,-0.0995630015921,0.262173589951,8,8,0.590141785375,0.00233208497181,86.8321705459
0.933333333333,-0.0994430067422,0.261614516748,8,8,0.490650783253,0.00233208497181,86.8321705459
0.966666666667,-0.0993595902553,0.262307913372,8,8,0.396456607747,0.00233208497181,86.8321705459
1,-0.0997871479105,0.261796450193,8,8,0.55790637873,0.00233208497181,86.8321705459
1.03333333333,-0.0992791128876,0.261697876019,8,8,0.585647949488,0.00233208497181,86.8321705459
1.06666666667,-0.0987961566204,0.262197036714,8,8,0.320113495698,0.00233208497181,86.8321705459
1.1,-0.098911509173,0.262310952837,8,8,0.263685072164,0.00233208497181,86.8321705459
1.13333333333,-0.098828821452,0.262211008925,8,8,0.331428841073,0.00233208497181,86.8321705459
1.16666666667,-0.0997094566885,0.262692901233,8,8,0.47005094309,0.00233208497181,86.8321705459
1.2,-0.099251874858,0.262512075021,8,8,0.494984225529,0.00233208497181,86.8321705459
