# video = squat_170x1_20260820.mov
# tracker = vtrack
# commit = df74184
# generated = 2026-08-20T13:50Z
# n_frames = 1309
# lift = squat
# camera_side = right
# fps = 30
# m_per_px = 0.00273158783445
# travel_m = 0.658871431567
# plate_radius_px = 78.7087998008
# sticker_radius_m = 0.215
t,x,height,score,n_markers,residual_px,m_per_px_t,circumradius_px
0,0.00324903315297,0.653670062728,8,8,0.411572787021,0.00273158783445,78.7087998008
0.0333333333333,0.00288527017369,0.653573809894,8,8,0.345274709668,0.00273158783445,78.7087998008
0.0666666666667,0.00290894124255,0.653570135202,8,8,0.348343304075,0.00273158783445,78.7087998008
0.1,0.00290384386555,0.653556246302,8,8,0.351053651498,0.00273158783445,78.7087998008
0.133333333333,0.00306408228198,0.653644758189,8,8,0.352853192764,0.00273158783445,78.7087998008
0.166666666667,0.00304659956528,0.653832321442,8,8,0.365412204205,0.00273158783445,78.7087998008
0.2,0.00304659956528,0.653832321442,8,8,0.365412204205,0.00273158783445,78.7087998008
0.233333333333,0.00304551927786,0.653832429835,8,8,0.365141762559,0.00273158783445,78.7087998008
0.266666666667,0.00327582121831,0.653694555429,8,8,0.402976833002,0.00273158783445,78.7087998008
0.3,0.00316788213583,0.65383983193,8,8,0.349861202868,0.00273158783445,78.7087998008
0.333333333333,0.00316788213583,0.65383983193,8,8,0.349861202868,0.00273158783445,78.7087998008
0.366666666667,0.00316373624325,0.653840291451,8,8,0.350287878411,0.00273158783445,78.7087998008
0.4,0.00302327487308,0.653826512913,8,8,0.355417469786,0.00273158783445,78.7087998008
0.433333333333,0.00302652325663,0.6538123641,8,8,0.363765518842,0.00273158783445,78.7087998008
0.466666666667,0.00280835491973,0.653627243156,8,8,0.362245940263,0.00273158783445,78.7087998008
0.5,0.00280621583509,0.653634811511,8,8,0.361155784751,0.00273158783445,78.7087998008
0.533333333333,0.00280704190229,0.65363614896,8,8,0.362622385961,0.00273158783445,78.7087998008
0.566666666667,0.00275837106223,0.65369694769,8,8,0.35529166513,0.00273158783445,78.7087998008
0.6,0.00274897950798,0.653693759797,8,8,0.351098451533,0.00273158783445,78.7087998008
0.633333333333,0.00276364567998,0.653695799412,8,8,0.349763070931,0.00273158783445,78.7087998008
0.666666666667,0.00276111233233,0.653706659582,8,8,0.351406044745,0.00273158783445,78.7087998008
0.7,0.00287960980105,0.653577776986,8,8,0.318567769069,0.00273158783445,78.7087998008
0.733333333333,0.00309300180197,0.653763021269,8,8,0.313508912844,0.00273158783445,78.7087998008
0.766666666667,0.00306098780213,0.653974977303,8,8,0.3422647902,0.00273158783445,78.7087998008
0.8,0.00308563346832,0.653970262042,8,8,0.340103717185,0.00273158783445,78.7087998008
0.833333333333,0.00309900663093,0.653967488277,8,8,0.34437871652,0.00273158783445,78.7087998008
0.866666666667,0.00311323898126,0.653975424351,8,8,0.346228608218,0.00273158783445,78.7087998008
0.9,0.00310081776586,0.653984495007,8,8,0.344202530271,0.00273158783445,78.7087998008
