# video = bench_spoto_95x5_1_20260813.mov
# tracker = vtrack
# commit = 6a633a0
# generated = 2026-08-22T21:44Z
# n_frames = 1969
# lift = bench
# camera_side = right
# fps = 60
# m_per_px = 0.00214966231117
# travel_m = 0.697236005341
# plate_radius_px = 94.2008421265
# sticker_radius_m = 0.2025
# conditioned = 0
# condemned = 1
# n_rejected = 267
t,x,height,score,n_markers,residual_px,m_per_px_t,circumradius_px,x_raw,height_raw,rejected
0,0.0470296385511,0.739679754998,4,4,2.47913858793,0.00214966231117,94.2008421265,0.0470296385511,0.739679754998,0
0.0166666666667,0.0449074269414,0.73637844878,4,4,0.709146939264,0.00214966231117,94.2008421265,0.0449074269414,0.73637844878,0
0.0333333333333,0.0449041217336,0.736369192555,4,4,0.710679135634,0.00214966231117,94.2008421265,0.0449041217336,0.736369192555,0
0.05,0.043300309442,0.739726078201,5,5,2.6275668667,0.00214966231117,94.2008421265,0.043300309442,0.739726078201,0
0.0666666666667,0.0448369359383,0.745925060235,6,6,2.66852898701,0.00214966231117,94.2008421265,0.0448369359383,0.745925060235,0
0.0833333333333,0.0410341903262,0.746021938073,6,6,2.32295248373,0.00214966231117,94.2008421265,0.0410341903262,0.746021938073,0
0.1,0.0447661844432,0.74582635848,6,6,2.66288316316,0.00214966231117,94.2008421265,0.0447661844432,0.74582635848,0
0.116666666667,0.0447626288089,0.745809069097,6,6,2.66034336781,0.00214966231117,94.2008421265,0.0447626288089,0.745809069097,0
0.133333333333,0.0458476334893,0.745117495792,5,5,0.721246655247,0.00214966231117,94.2008421265,0.0458476334893,0.745117495792,0
0.15,0.0474592335025,0.741214253397,4,4,0.282589989832,0.00214966231117,94.2008421265,0.0474592335025,0.741214253397,0
0.166666666667,0.0474601772185,0.741216803769,4,4,0.283208079054,0.00214966231117,94.2008421265,0.0474601772185,0.741216803769,0
0.183333333333,0.0474591978806,0.741218173304,4,4,0.283303678947,0.00214966231117,94.2008421265,0.0474591978806,0.741218173304,0
0.2,0.0474639735383,0.741262165719,4,4,0.283365306304,0.00214966231117,94.2008421265,0.0474639735383,0.741262165719,0
0.216666666667,0.0475710288505,0.739377229968,5,5,1.80959872692,0.00214966231117,94.2008421265,0.0475710288505,0.739377229968,0
0.233333333333,0.0475710288505,0.739377229968,5,5,1.80959872692,0.00214966231117,94.2008421265,0.0475710288505,0.739377229968,0
0.25,0.0475724311772,0.739380285832,5,5,1.80987942631,0.00214966231117,94.2008421265,0.0475724311772,0.739380285832,0
0.266666666667,0.0475972522838,0.739664129847,5,5,1.82893679395,0.00214966231117,94.2008421265,0.0475972522838,0.739664129847,0
0.283333333333,0.0431141836395,0.737780642583,5,5,1.00826525086,0.00214966231117,94.2008421265,0.0431141836395,0.737780642583,0
0.3,0.0431113018805,0.737773756682,5,5,1.00828721043,0.00214966231117,94.2008421265,0.0431113018805,0.737773756682,0
0.316666666667,0.0430944198807,0.737733404154,5,5,1.00843549499,0.00214966231117,94.2008421265,0.0430944198807,0.737733404154,0
0.333333333333,0.0430140118539,0.737508628007,5,5,1.00462580434,0.00214966231117,94.2008421265,0.0430140118539,0.737508628007,0
0.35,0.0451451200589,0.740342206574,5,5,1.4695173286,0.00214966231117,94.2008421265,0.0451451200589,0.740342206574,0
0.366666666667,0.0445180462788,0.739821058536,5,5,1.3101730759,0.00214966231117,94.2008421265,0.0445180462788,0.739821058536,0
0.383333333333,0.0445146629517,0.739632778012,5,5,1.30433656326,0.00214966231117,94.2008421265,0.0445146629517,0.739632778012,0
0.4,0.0444972990431,0.739582116808,5,5,1.29088974818,0.00214966231117,94.2008421265,0.0444972990431,0.739582116808,0
0.416666666667,0.0449826342171,0.73995002746,5,5,1.47391081707,0.00214966231117,94.2008421265,0.0449826342171,0.73995002746,0
0.433333333333,0.0451860777293,0.740565314412,5,5,1.45947168928,0.00214966231117,94.2008421265,0.0451860777293,0.740565314412,0
0.45,0.0451835111237,0.740575858312,5,5,1.45681611297,0.00214966231117,94.2008421265,0.0451835111237,0.740575858312,0
0.466666666667,0.0451856058685,0.740577544951,5,5,1.45876350932,0.00214966231117,94.2008421265,0.0451856058685,0.740577544951,0
0.483333333333,0.0441056122778,0.739114228171,5,5,1.53389911916,0.00214966231117,94.2008421265,0.0441056122778,0.739114228171,0
0.5,0.0441511660878,0.739268352984,5,5,1.52951923496,0.00214966231117,94.2008421265,0.0441511660878,0.739268352984,0
0.516666666667,0.0440907038408,0.739117506214,5,5,1.53534171032,0.00214966231117,94.2008421265,0.0440907038408,0.739117506214,0
0.533333333333,0.044082425451,0.739106578184,5,5,1.53660642118,0.00214966231117,94.2008421265,0.044082425451,0.739106578184,0
0.55,0.0435885324672,0.737844706388,5,5,1.58811618702,0.00214966231117,94.2008421265,0.0435885324672,0.737844706388,0
0.566666666667,0.0435767728898,0.737797967379,5,5,1.59161220538,0.00214966231117,94.2008421265,0.0435767728898,0.737797967379,0
