# video = deadlift_190x3_20260818.mov
# tracker = vtrack
# commit = b4c2da6
# generated = 2026-08-18T13:18Z
# n_frames = 767
# lift = deadlift
# camera_side = left
# fps = 30
# m_per_px = 0.00209483637109
# travel_m = 0.545595005605
# plate_radius_px = 96.6662612864
# sticker_radius_m = 0.2025
t,x,height,score,n_markers,residual_px,m_per_px_t,circumradius_px
0,0.00449404383133,0.00365237037331,8,8,0.664753510284,0.00209483637109,96.6662612864
0.0333333333333,0.00528280516162,0.00384650862973,8,8,0.671896520892,0.00209483637109,96.6662612864
0.0666666666667,0.00528280516162,0.00384650862973,8,8,0.671896520892,0.00209483637109,96.6662612864
0.1,0.00528280516162,0.00384650862973,8,8,0.671896520892,0.00209483637109,96.6662612864
0.133333333333,0.00504859056104,0.0035070162327,8,8,0.604150677545,0.00209483637109,96.6662612864
0.166666666667,0.00451073038607,0.00353444564428,8,8,0.610125586126,0.00209483637109,96.6662612864
0.2,0.00520107505643,0.00371058069265,8,8,0.64274463417,0.00209483637109,96.6662612864
0.233333333333,0.0045129091815,0.00353414127,8,8,0.611027816073,0.00209483637109,96.6662612864
0.266666666667,0.00514102301716,0.00362924446873,8,8,0.623815439849,0.00209483637109,96.6662612864
0.3,0.00419956508773,0.00395663894933,8,8,0.7896405254,0.00209483637109,96.6662612864
0.333333333333,0.00419905914763,0.00395956207952,8,8,0.790385327481,0.00209483637109,96.6662612864
0.366666666667,0.00410925369616,0.00383164824517,8,8,0.747546124922,0.00209483637109,96.6662612864
0.4,0.00445556440989,0.00379565788349,8,8,0.856812251082,0.00209483637109,96.6662612864
0.433333333333,0.00491482246543,0.00436001947349,8,8,0.759940534505,0.00209483637109,96.6662612864
0.466666666667,0.00491498185158,0.00436022079404,8,8,0.759830203623,0.00209483637109,96.6662612864
0.5,0.00491590826901,0.00436037817147,8,8,0.760050058283,0.00209483637109,96.6662612864
0.533333333333,0.00498633682858,0.00398137021082,8,8,0.742634378522,0.00209483637109,96.6662612864
0.566666666667,0.00476128309114,0.00394816804459,8,8,0.703676529927,0.00209483637109,96.6662612864
0.6,0.00476128309114,0.00394816804459,8,8,0.703676529927,0.00209483637109,96.6662612864
0.633333333333,0.00476314907782,0.00394641365018,8,8,0.703663912776,0.00209483637109,96.6662612864
0.666666666667,0.00476398108764,0.00394726871837,8,8,0.703684594329,0.00209483637109,96.6662612864
0.7,0.00498410143055,0.00398749057019,8,8,0.742293288701,0.00209483637109,96.6662612864
0.733333333333,0.00531238901849,0.00403947945953,8,8,0.687221366779,0.00209483637109,96.6662612864
0.766666666667,0.00531512194352,0.00403768724792,8,8,0.687226956558,0.00209483637109,96.6662612864
0.8,0.00536268280904,0.00379289664878,8,8,0.714030777351,0.00209483637109,96.6662612864
0.833333333333,0.00536295559517,0.00379118693574,8,8,0.711795305314,0.00209483637109,96.6662612864
0.866666666667,0.00536114298097,0.00379224427978,8,8,0.711453405206,0.00209483637109,96.6662612864
0.9,0.00479134449892,0.00369483747156,8,8,0.685225140085,0.00209483637109,96.6662612864
0.933333333333,0.00478981730411,0.00369412620704,8,8,0.685049324755,0.00209483637109,96.6662612864
0.966666666667,0.00500558785605,0.00396999472453,8,8,0.863757181973,0.00209483637109,96.6662612864
1,0.00476942672648,0.00347466934787,8,8,0.707317164707,0.00209483637109,96.6662612864
1.03333333333,0.00476983693846,0.00353687556701,8,8,0.706621021766,0.00209483637109,96.6662612864
1.06666666667,0.00420862442268,0.00340045065163,8,8,0.923827689241,0.00209483637109,96.6662612864
1.1,0.00421085826372,0.0033999769853,8,8,0.924257779669,0.00209483637109,96.6662612864
1.13333333333,0.00423437728945,0.00261548765265,8,8,0.750696931369,0.00209483637109,96.6662612864
1.16666666667,0.0042360831104,0.00261501838905,8,8,0.750724769808,0.00209483637109,96.6662612864
1.2,0.00449311309896,0.00295362179047,8,8,0.55275822825,0.00209483637109,96.6662612864
1.23333333333,0.00446032957809,0.0036135803341,8,8,0.696629970808,0.00209483637109,96.6662612864
1.26666666667,0.00446599114273,0.00361535242143,8,8,0.695127436493,0.00209483637109,96.6662612864
1.3,0.00443275533046,0.00335991477783,8,8,0.607905522062,0.00209483637109,96.6662612864
1.33333333333,0.00454871519549,0.00351175280098,8,8,0.513531381606,0.00209483637109,96.6662612864
1.36666666667,0.00481135349808,0.00355613125151,8,8,0.575643767558,0.00209483637109,96.6662612864
1.4,0.00419477927692,0.00370901027212,8,8,0.574379742222,0.00209483637109,96.6662612864
1.43333333333,0.00451593465914,0.00346866962752,8,8,0.864261783343,0.00209483637109,96.6662612864
1.46666666667,0.0045139733896,0.00347124143814,8,8,0.864968821231,0.00209483637109,96.6662612864
1.5,0.00476045722248,0.00339957187209,8,8,0.773123967622,0.00209483637109,96.6662612864
1.53333333333,0.00475507436376,0.00337248307179,8,8,0.762628597331,0.00209483637109,96.6662612864
1.56666666667,0.00502480418085,0.00342206991856,8,8,0.787562629089,0.00209483637109,96.6662612864
1.6,0.00464964467934,0.00368030017448,8,8,0.731492482436,0.00209483637109,96.6662612864
1.63333333333,0.00454947082464,0.00358622410778,8,8,0.821375541115,0.00209483637109,96.6662612864
1.66666666667,0.00438884369129,0.0037220070638,8,8,0.607985463378,0.00209483637109,96.6662612864
1.7,0.00418077528709,0.00345354733006,8,8,0.772865104215,0.00209483637109,96.6662612864
1.73333333333,0.00452297522851,0.00351256784934,8,8,0.840188982221,0.00209483637109,96.6662612864
1.76666666667,0.00461155929415,0.00365321233611,8,8,0.773759339568,0.00209483637109,96.6662612864
1.8,0.00548197222993,0.00310322002546,8,8,0.588161805388,0.00209483637109,96.6662612864
1.83333333333,0.00517043246825,0.00324491196005,8,8,0.573448887294,0.00209483637109,96.6662612864
1.86666666667,0.00450789943821,0.00326700292399,8,8,0.459816118474,0.00209483637109,96.6662612864
